id,source_line,section,kind,source_text,code_locations,test_locations,criterion,implementation_linked,real_acceptance,evidence,acceptance_note
Q2F-L1296-S1,1296,2.9.3,sentence,定义当天第 \(t\) 个 10 min 时段真实净负荷电量,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1298-S1,1298,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1299-S1,1299,2.9.3,sentence,"n_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1300-S1,1300,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1301-S1,1301,2.9.3,sentence,\Delta t,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1302-S1,1302,2.9.3,sentence,\left(,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1303-S1,1303,2.9.3,sentence,"L_{d,t}^{\mathrm{real}}-P_{d,t}^{PV,\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1304-S1,1304,2.9.3,sentence,"\right),",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1305-S1,1305,2.9.3,sentence,\],src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1307-S1,1307,2.9.3,sentence,以及全天计划购电后的真实即时缺口,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1309-S1,1309,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1310-S1,1310,2.9.3,sentence,"x_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1311-S1,1311,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1312-S1,1312,2.9.3,sentence,"n_{d,t}^{\mathrm{real}}-g_{d,t}.",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1313-S1,1313,2.9.3,sentence,\],src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1315-S1,1315,2.9.3,sentence,"当天动态安全裕度 \(R_{d,t}\) 已在 0:00 利用历史样本外误差计算并冻结，因此真实回放不会利用当天未来真实负荷或光伏信息。",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1317-S1,1317,2.9.3,sentence,实际充放电按“负荷优先 + 当日 0:00 已冻结的动态 SOC 安全裕度”规则逐时计算：,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1319-S1,1319,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1320-S1,1320,2.9.3,sentence,\boxed{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1321-S1,1321,2.9.3,sentence,"c_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1322-S1,1322,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1323-S1,1323,2.9.3,sentence,\min\left\{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1324-S1,1324,2.9.3,sentence,"c_{d,t}^{p},",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1325-S1,1325,2.9.3,sentence,"[-x_{d,t}^{\mathrm{real}}]_+,",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1326-S1,1326,2.9.3,sentence,"\frac{E_{\max}-E_{d,t-1}^{\mathrm{real}}}{\eta_c}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1327-S1,1327,2.9.3,sentence,\right\}.,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1328-S1,1328,2.9.3,sentence,},src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1329-S1,1329,2.9.3,sentence,\],src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1331-S1,1331,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1332-S1,1332,2.9.3,sentence,\boxed{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1333-S1,1333,2.9.3,sentence,"r_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1334-S1,1334,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1335-S1,1335,2.9.3,sentence,\min\left\{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1336-S1,1336,2.9.3,sentence,"r_{d,t}^{p},",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1337-S1,1337,2.9.3,sentence,"[x_{d,t}^{\mathrm{real}}]_+,",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1338-S1,1338,2.9.3,sentence,"\eta_d\bigl[E_{d,t-1}^{\mathrm{real}}-E_{\min}-R_{d,t}\bigr]_+",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1339-S1,1339,2.9.3,sentence,\right\}.,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1340-S1,1340,2.9.3,sentence,},src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1341-S1,1341,2.9.3,sentence,\],src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1343-S1,1343,2.9.3,sentence,虽然 \(c^p\) 与 \(r^p\) 都可以为正，但实际充电只在 \(x<0\) 时执行、实际放电只在 \(x>0\) 时执行，因此真实充放电不会在同一时段同时发生。,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1345-S1,1345,2.9.3,sentence,紧急购电量为,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1347-S1,1347,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1348-S1,1348,2.9.3,sentence,\boxed{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1349-S1,1349,2.9.3,sentence,"q_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1350-S1,1350,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1351-S1,1351,2.9.3,sentence,\left[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1352-S1,1352,2.9.3,sentence,"n_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1353-S1,1353,2.9.3,sentence,"-g_{d,t}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1354-S1,1354,2.9.3,sentence,"-r_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1355-S1,1355,2.9.3,sentence,\right]_+.,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1356-S1,1356,2.9.3,sentence,},src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1357-S1,1357,2.9.3,sentence,\],src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1359-S1,1359,2.9.3,sentence,未利用电量为,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1361-S1,1361,2.9.3,sentence,\[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1362-S1,1362,2.9.3,sentence,\boxed{,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1363-S1,1363,2.9.3,sentence,"w_{d,t}^{\mathrm{real}}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1364-S1,1364,2.9.3,sentence,=,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1365-S1,1365,2.9.3,sentence,\left[,src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
Q2F-L1366-S1,1366,2.9.3,sentence,"g_{d,t}",src\q2\rolling.py:296#dispatch_frame;src\q2\export_dispatch.py:47#emergency_events;src\q2\export_dispatch.py:226#export_result,src\q2\test_forecast_dispatch.py:268#test_complete_template_roundtrip_and_partial_rejection;src\q2\test_forecast_dispatch.py:258#test_cross_midnight_events_and_empty_events,export,True,True,processed/main/template_audit.json,仅完整334日通过物理/模板回读后导出result2；合成模板测试不代表正式结果
