source_line,requirement,section,status,implementation,evidence,acceptance
614,只有必做实验全部完成且仍有充足时间时才继续。,18,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages / q4_report::verify,verification.json; daily_results.csv,三项必做全完；可选W/S未做
616,19. 停止规则,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
618,完成以下三项后即可停止主体敏感性分析：,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
620,Q4-2 Wasserstein 半径敏感性；,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
621,Q4-2 联合距离权重敏感性；,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
622,Q4-3 两个代表日的 Wasserstein 半径迁移验证。,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
624,此时已经能够分别证明：,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
626,鲁棒程度不存在明显参数脆弱性；,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
627,联合场景距离不存在明显参数脆弱性；,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
628,四时点滚动调度能够保持相同的稳定性结论。,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
630,除非仍有明显剩余时间，否则不要继续扩参数，更不要重新运行多组全年结果。,19,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::run::stages,completed_4-2.json; completed_4-3.json,三项必做完成即停止，未扩参
632,20. 最终原则,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
634,问题四敏感性分析的目的不是通过大量参数实验寻找测试集上的最低成本，而是以尽可能低的额外计算量证明：,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
636,价格—净负荷联合场景、Wasserstein 分布鲁棒优化以及四时点滚动调度的主要结论在合理参数扰动下仍然成立，模型不存在明显参数脆弱性。,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
638,在当前比赛时间预算下：,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
640,Q4-2：,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
641,rho + joint weights,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
643,Q4-3：,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
644,small-scale rho validation,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
646,已经足以形成论文中的正式敏感性分析。,20,verified_or_reported,src/sensitivity/q4_experiment.py; src/sensitivity/q4_report.py::q4_report::main,results.md::实测讨论与论文表述,不按测试成本挑参，未宣称全年/所有指标稳定
